cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa
EMP_00572,empresarial,116,157,217412.89,336594.14,2142.45,1543.15,103,26,22,24,0.218,0.746,0.648,0.289,0.784,0.146,110,empresarial,0.7389,1976.48,3059.95,1.5482,0.3966,1.1121,0.385,9.8099
EMP_00573,empresarial,294,323,207437.79,242537.52,608.97,520.0,65,16,97,26,0.354,0.598,0.635,0.133,0.538,0.216,70,empresarial,0.9102,2963.4,3464.82,1.1692,0.4184,0.2755,0.374,11.4612
EMP_00574,empresarial,559,208,528642.23,736347.78,1141.61,997.17,68,25,124,71,0.238,0.713,0.888,0.171,0.352,0.195,91,empresarial,2.6875,5809.26,8091.73,1.3929,0.3488,0.1664,0.4323,11.6637
EMP_00575,empresarial,541,357,311691.51,394666.0,640.94,463.77,93,18,155,104,0.643,0.335,0.579,0.604,0.221,0.395,90,empresarial,1.5154,3463.24,4385.18,1.2662,0.4787,0.2052,0.6087,12.1712
EMP_00576,empresarial,334,243,615240.53,952030.32,1954.27,1636.95,108,25,95,65,0.504,0.465,0.448,0.397,0.37,0.073,52,empresarial,1.3745,11831.55,18308.28,1.5474,0.479,0.3982,0.4497,11.3042
EMP_00577,empresarial,329,302,255537.96,388740.52,735.21,541.17,123,21,108,68,0.529,0.451,0.374,0.625,0.657,0.281,80,empresarial,1.0894,3194.22,4859.26,1.5213,0.535,0.4377,0.5093,11.5065
EMP_00578,empresarial,101,242,79435.37,126315.76,823.3,733.74,111,19,31,20,0.609,0.34,0.4,0.274,0.859,0.266,103,empresarial,0.4174,771.22,1226.37,1.5902,0.505,1.2871,0.4277,10.1041
EMP_00579,empresarial,259,243,374440.89,442958.03,1747.41,1301.02,97,18,85,20,0.559,0.433,0.707,0.065,0.394,0.398,21,empresarial,1.0658,17830.52,21093.24,1.183,0.4054,0.444,0.4437,11.0499
EMP_00580,empresarial,433,213,958180.84,1608198.44,2199.46,1564.14,76,16,123,87,0.561,0.405,0.22,0.121,0.256,0.187,71,empresarial,2.0329,13495.5,22650.68,1.6784,0.485,0.2125,0.3007,11.432
EMP_00581,empresarial,278,252,416851.27,646763.37,1317.16,1034.49,67,18,69,36,0.715,0.207,0.346,0.602,0.536,0.45,65,empresarial,1.1032,6413.1,9950.21,1.5515,0.3777,0.3058,0.5543,11.1571
EMP_00582,empresarial,492,262,1002741.52,1278720.16,1789.11,1282.81,82,22,117,79,0.269,0.652,0.63,0.496,0.429,0.229,58,empresarial,1.8779,17288.65,22046.9,1.2752,0.3984,0.2114,0.465,11.7668
EMP_00583,empresarial,480,202,997098.72,1101054.31,1764.94,1284.18,106,18,113,60,0.659,0.3,0.451,0.428,0.338,0.202,55,empresarial,2.3762,18129.07,20019.17,1.1043,0.3604,0.2583,0.5127,11.4821
EMP_00584,empresarial,257,238,311820.05,389968.66,1286.29,979.35,104,17,63,47,0.539,0.441,0.464,0.535,0.381,0.187,61,empresarial,1.0798,5111.8,6392.93,1.2506,0.428,0.4708,0.5127,11.0214
EMP_00585,empresarial,344,211,264284.21,288091.04,889.11,745.58,40,17,64,52,0.88,0.073,0.394,0.408,0.817,0.109,64,empresarial,1.6303,4129.44,4501.42,1.0901,0.3372,0.1657,0.5607,11.1925
EMP_00586,empresarial,577,365,870406.67,1241326.68,1785.14,1263.96,75,22,141,109,0.737,0.224,0.414,0.302,0.351,0.088,85,empresarial,1.5808,10240.08,14603.84,1.4261,0.4333,0.1681,0.4843,12.2577
EMP_00587,empresarial,169,240,348543.32,381490.7,1821.65,1362.93,126,23,40,16,0.566,0.431,0.906,0.314,0.839,0.445,68,empresarial,0.7042,5125.64,5610.16,1.0945,0.3314,0.8817,0.5953,10.6106
EMP_00588,empresarial,281,330,627459.8,818294.38,2049.79,1816.13,97,15,47,27,0.263,0.658,0.81,0.082,0.513,0.123,50,empresarial,0.8515,12549.2,16365.89,1.3041,0.2633,0.3986,0.385,11.4375
EMP_00589,empresarial,161,234,270323.16,394832.53,1605.3,1197.08,58,15,35,21,0.276,0.698,0.25,0.427,0.661,0.073,32,empresarial,0.688,8447.6,12338.52,1.4606,0.3478,0.4534,0.3177,10.5368
EMP_00590,empresarial,224,259,192858.33,254385.27,861.98,620.99,156,20,70,16,0.307,0.661,0.549,0.2,0.421,0.305,42,empresarial,0.8649,4591.86,6056.79,1.319,0.3839,0.7857,0.352,10.9685
EMP_00591,empresarial,645,172,1195070.03,1914370.03,1881.72,1520.56,94,24,178,108,0.72,0.239,0.587,0.02,0.721,0.361,62,empresarial,3.75,19275.32,30876.94,1.6019,0.4434,0.1829,0.4423,11.6168
EMP_00592,empresarial,281,220,394587.47,465240.36,1407.29,968.21,105,23,90,31,0.664,0.266,0.156,0.262,0.396,0.139,36,empresarial,1.2773,10960.76,12923.34,1.1791,0.4306,0.4555,0.3607,11.032
EMP_00593,empresarial,129,257,141040.46,192628.65,1149.69,1003.62,105,13,35,19,0.368,0.568,0.222,0.355,0.687,0.264,81,empresarial,0.5019,1741.24,2378.13,1.3658,0.4186,0.9147,0.315,10.4089
EMP_00594,empresarial,209,332,257669.31,418119.81,1244.21,912.49,85,17,69,17,0.41,0.574,0.714,0.329,0.641,0.267,67,empresarial,0.6295,3845.81,6240.59,1.6227,0.4115,0.488,0.4843,11.1475
EMP_00595,empresarial,154,257,145352.22,182142.59,1053.73,750.14,76,14,49,14,0.399,0.544,0.129,0.707,0.805,0.541,86,empresarial,0.5992,1690.14,2117.94,1.2531,0.4091,0.5844,0.4117,10.5861
EMP_00596,empresarial,350,321,617359.87,822316.1,2045.33,1787.55,150,17,63,55,0.475,0.455,0.323,0.447,0.362,0.389,38,empresarial,1.0903,16246.31,21639.9,1.332,0.3371,0.4771,0.415,11.6294
EMP_00597,empresarial,390,280,271251.89,443680.62,776.19,684.8,121,24,139,44,0.734,0.209,0.489,0.537,0.419,0.575,33,empresarial,1.3929,8219.75,13444.87,1.6357,0.4692,0.3718,0.5867,11.6009
EMP_00598,empresarial,461,335,500196.0,675038.0,927.73,794.45,116,12,75,46,0.394,0.595,0.124,0.662,0.618,0.176,86,empresarial,1.3761,5816.23,7849.28,1.3495,0.2625,0.2777,0.3933,11.9475
EMP_00599,empresarial,424,242,611893.88,973155.48,1226.49,903.07,110,12,118,43,0.425,0.532,0.404,0.205,0.797,0.469,59,empresarial,1.7521,10371.08,16494.16,1.5904,0.3797,0.2877,0.3447,11.5387
EMP_00600,empresarial,173,365,523212.81,858437.26,2773.25,2236.56,69,15,55,17,0.211,0.722,0.47,0.572,0.238,0.272,50,empresarial,0.474,10464.26,17168.75,1.6407,0.4162,0.4855,0.4177,11.0532
EMP_00601,empresarial,382,218,939202.4,1116737.51,2192.5,2000.82,128,19,86,60,0.846,0.138,0.546,0.181,0.65,0.325,74,empresarial,1.7523,12691.92,15091.05,1.189,0.3822,0.3848,0.5243,11.3299
EMP_00602,empresarial,310,203,187856.36,289046.11,706.87,561.72,73,20,87,29,0.546,0.411,0.249,0.166,0.547,0.046,73,empresarial,1.5271,2573.37,3959.54,1.5387,0.3742,0.3,0.3203,11.0498
EMP_00603,empresarial,488,178,1047621.65,1520600.07,2483.85,2255.12,102,20,113,59,0.623,0.323,0.389,0.375,0.579,0.33,21,empresarial,2.7416,49886.75,72409.53,1.4515,0.3525,0.25,0.4623,11.3721
EMP_00604,empresarial,443,365,938226.26,1567996.24,2481.84,2090.52,52,23,76,74,0.688,0.261,0.607,0.308,0.425,0.123,92,empresarial,1.2137,10198.11,17043.44,1.6712,0.3386,0.1693,0.5343,11.9935
EMP_00605,empresarial,680,290,492834.73,693160.59,859.99,759.2,42,11,110,97,0.669,0.322,0.694,0.635,0.664,0.088,44,empresarial,2.3448,11200.79,15753.65,1.4065,0.3044,0.0779,0.666,12.192
EMP_00606,empresarial,217,227,115403.28,178094.14,488.33,354.61,103,23,39,33,0.315,0.663,0.486,0.212,0.487,0.092,101,empresarial,0.9559,1142.61,1763.31,1.5432,0.3318,0.5806,0.3377,10.8049
EMP_00607,empresarial,203,314,233020.04,290845.69,1366.03,1232.73,74,17,36,21,0.362,0.594,0.116,0.195,0.428,0.098,19,empresarial,0.6465,12264.21,15307.67,1.2482,0.2808,0.4483,0.2243,11.0626
EMP_00608,empresarial,266,283,697153.72,990110.52,2256.16,1996.26,43,21,75,53,0.431,0.552,0.205,0.241,0.384,0.347,64,empresarial,0.9399,10893.03,15470.48,1.4202,0.4812,0.2406,0.2923,11.229
EMP_00609,empresarial,315,353,913348.89,1400952.09,2747.18,2385.68,109,13,84,40,0.301,0.672,0.697,0.062,0.624,0.476,50,empresarial,0.8924,18266.98,28019.04,1.5339,0.3937,0.3873,0.3533,11.619
EMP_00610,empresarial,244,160,210093.24,348368.8,976.77,884.85,150,18,61,27,0.561,0.406,0.44,0.06,0.55,0.483,6,empresarial,1.525,35015.54,58061.47,1.6582,0.3607,0.6885,0.3537,10.5724
EMP_00611,empresarial,222,230,727044.2,862430.73,2939.02,2554.98,131,19,66,44,0.786,0.213,0.304,0.309,0.273,0.173,73,empresarial,0.9652,9959.51,11814.12,1.1862,0.4955,0.6757,0.4663,10.8408
EMP_00612,empresarial,371,220,228822.05,245313.38,552.4,452.09,88,23,61,60,0.251,0.708,0.671,0.685,0.328,0.185,6,empresarial,1.6864,38137.01,40885.56,1.0721,0.3261,0.2992,0.5357,11.3098
EMP_00613,empresarial,266,136,328291.31,546395.29,1206.43,1008.2,95,12,57,41,0.686,0.234,0.532,0.1,0.378,0.104,47,empresarial,1.9559,6984.92,11625.43,1.6644,0.3684,0.4023,0.4393,10.4962
EMP_00614,empresarial,240,303,241862.25,342898.63,1181.77,1036.43,118,18,76,47,0.482,0.485,0.452,0.342,0.547,0.359,85,empresarial,0.7921,2845.44,4034.1,1.4177,0.5125,0.5667,0.4253,11.1944
EMP_00615,empresarial,173,230,381131.37,393093.39,2284.68,1964.36,124,14,59,14,0.566,0.412,0.143,0.633,0.622,0.26,41,empresarial,0.7522,9295.89,9587.64,1.0314,0.422,0.7977,0.4473,10.5914
EMP_00616,empresarial,106,286,261986.98,357138.84,2429.13,1996.82,86,20,26,20,0.55,0.43,0.48,0.168,0.832,0.523,31,empresarial,0.3706,8451.19,11520.61,1.3632,0.434,1.0,0.3993,10.3195
EMP_00617,empresarial,548,365,1253154.79,2052402.59,2102.27,1731.3,96,21,97,90,0.731,0.228,0.247,0.198,0.84,0.309,77,empresarial,1.5014,16274.74,26654.58,1.6378,0.3412,0.2135,0.392,12.2062
EMP_00618,empresarial,541,226,400667.69,669002.97,798.53,711.7,103,23,173,65,0.481,0.483,0.623,0.488,0.48,0.124,48,empresarial,2.3938,8347.24,13937.56,1.6697,0.4399,0.2329,0.5307,11.714
EMP_00619,empresarial,449,222,1030312.88,1272404.85,2022.93,1380.4,109,16,151,48,0.508,0.423,0.471,0.373,0.442,0.643,44,empresarial,2.0225,23416.2,28918.29,1.235,0.4432,0.2784,0.4507,11.5097
EMP_00620,empresarial,406,252,644437.65,989894.9,1743.76,1486.22,92,22,99,34,0.618,0.331,0.662,0.175,0.726,0.508,89,empresarial,1.6111,7240.87,11122.41,1.5361,0.3276,0.2808,0.485,11.5358
EMP_00621,empresarial,255,299,209882.69,277620.45,697.9,569.32,92,23,53,51,0.346,0.622,0.655,0.303,0.708,0.468,23,empresarial,0.8528,9125.33,12070.45,1.3227,0.4078,0.451,0.4347,11.2417
EMP_00622,empresarial,413,214,210265.07,269704.16,591.02,520.8,131,11,70,37,0.615,0.354,0.396,0.428,0.737,0.558,43,empresarial,1.9299,4889.89,6272.19,1.2827,0.2591,0.3438,0.4797,11.3894
EMP_00623,empresarial,197,210,480395.37,730396.81,2177.55,1588.1,126,20,55,21,0.886,0.07,0.692,0.576,0.813,0.101,78,empresarial,0.9381,6158.92,9364.06,1.5204,0.3858,0.7411,0.718,10.6303
EMP_00624,empresarial,341,303,386239.32,462783.69,1305.52,1052.36,107,22,117,57,0.344,0.636,0.222,0.212,0.488,0.42,22,empresarial,1.1254,17556.33,21035.62,1.1982,0.5103,0.3783,0.2593,11.5456
EMP_00625,empresarial,231,266,207292.29,269772.05,820.75,583.25,140,17,68,39,0.624,0.342,0.415,0.152,0.498,0.545,103,empresarial,0.8684,2012.55,2619.15,1.3014,0.4632,0.6797,0.397,11.0259
EMP_00626,empresarial,414,133,603819.57,714144.04,1290.22,1081.53,85,13,93,38,0.461,0.516,0.536,0.425,0.834,0.244,49,empresarial,3.1128,12322.85,14574.37,1.1827,0.3164,0.2367,0.474,10.9162
EMP_00627,empresarial,593,178,907425.17,1010999.43,1640.73,1416.45,137,22,171,109,0.26,0.699,0.426,0.672,0.42,0.407,79,empresarial,3.3315,11486.39,12797.46,1.1141,0.4722,0.2681,0.4527,11.567
EMP_00628,empresarial,209,328,243436.99,309247.08,1359.95,1128.28,109,13,68,30,0.702,0.254,0.704,0.449,0.585,0.168,79,empresarial,0.6372,3081.48,3914.52,1.2703,0.4689,0.5837,0.6183,11.1354
EMP_00629,empresarial,261,267,225974.06,373555.63,733.75,596.65,180,17,67,49,0.445,0.487,0.229,0.412,0.865,0.443,51,empresarial,0.9775,4430.86,7324.62,1.6531,0.4444,0.7548,0.362,11.1518
EMP_00630,empresarial,338,203,1228892.31,1593211.7,3108.62,2370.05,64,18,109,28,0.247,0.733,0.723,0.063,0.575,0.57,42,empresarial,1.665,29259.34,37933.61,1.2965,0.4053,0.2426,0.3443,11.1363
EMP_00631,empresarial,137,236,321315.84,472632.55,2146.88,1789.53,77,21,33,10,0.668,0.26,0.355,0.201,0.592,0.224,54,empresarial,0.5805,5950.29,8752.45,1.4709,0.3139,0.7153,0.408,10.3838
EMP_00632,empresarial,157,246,184179.82,222516.49,1223.1,1095.75,106,15,36,25,0.831,0.126,0.545,0.172,0.53,0.131,74,empresarial,0.6382,2488.92,3006.98,1.2081,0.3885,0.7707,0.516,10.5616
EMP_00633,empresarial,586,285,633022.94,1007225.37,1243.97,1061.28,105,15,162,53,0.828,0.114,0.557,0.336,0.632,0.097,28,empresarial,2.0561,22607.96,35972.33,1.5911,0.3669,0.2048,0.5737,12.0258
EMP_00634,empresarial,372,170,591215.02,846876.63,1637.6,1122.59,146,18,94,53,0.517,0.434,0.432,0.598,0.617,0.372,23,empresarial,2.1882,25705.0,36820.72,1.4324,0.3952,0.4409,0.5157,11.0547
EMP_00635,empresarial,249,199,235472.01,387892.96,876.17,702.77,78,22,89,18,0.61,0.324,0.05,0.436,0.379,0.128,95,empresarial,1.2513,2478.65,4083.08,1.6473,0.4297,0.4016,0.3653,10.8108
EMP_00636,empresarial,323,260,455646.75,562782.23,1612.47,1381.47,119,27,85,58,0.702,0.245,0.61,0.553,0.604,0.321,35,empresarial,1.2423,13018.48,16079.49,1.2351,0.4427,0.452,0.6217,11.3383
EMP_00637,empresarial,266,240,176925.63,243290.82,805.2,644.96,125,12,63,52,0.596,0.403,0.299,0.569,0.596,0.145,65,empresarial,1.1083,2721.93,3742.94,1.3751,0.4323,0.515,0.488,11.0642
EMP_00638,empresarial,342,276,535515.17,613748.65,1367.0,1123.57,113,19,82,64,0.64,0.329,0.263,0.661,0.422,0.398,50,empresarial,1.2391,10710.3,12274.97,1.1461,0.4269,0.386,0.5213,11.4552
EMP_00639,empresarial,271,177,250405.97,277871.4,861.95,774.7,70,14,73,55,0.266,0.659,0.337,0.13,0.771,0.284,51,empresarial,1.5311,4909.92,5448.46,1.1097,0.4723,0.31,0.2443,10.7783
EMP_00640,empresarial,313,265,294801.51,414590.38,880.42,783.35,132,22,72,61,0.374,0.59,0.826,0.234,0.88,0.282,94,empresarial,1.1811,3136.19,4410.54,1.4063,0.4249,0.492,0.478,11.3259
EMP_00641,empresarial,429,305,1399926.63,2170243.33,2810.74,1966.16,127,14,131,57,0.386,0.548,0.522,0.343,0.607,0.039,53,empresarial,1.4066,26413.71,40947.99,1.5503,0.4382,0.3287,0.417,11.7818
EMP_00642,empresarial,418,272,607910.05,700229.92,1443.57,1158.51,111,15,99,53,0.185,0.745,0.586,0.268,0.817,0.232,45,empresarial,1.5368,13509.11,15560.66,1.1519,0.3636,0.3014,0.3463,11.6413
EMP_00643,empresarial,572,253,821195.32,1218592.17,1536.27,1274.11,100,16,135,112,0.564,0.409,0.535,0.397,0.432,0.384,48,empresarial,2.2609,17108.24,25387.34,1.4839,0.4318,0.2028,0.4987,11.8825
EMP_00644,empresarial,383,240,265868.22,389025.35,605.0,535.11,101,18,109,77,0.578,0.353,0.284,0.372,0.786,0.211,41,empresarial,1.5958,6484.59,9488.42,1.4632,0.4856,0.3107,0.4113,11.4287
EMP_00645,empresarial,332,199,427440.15,572121.04,1095.82,814.98,93,19,57,68,0.774,0.196,0.434,0.331,0.659,0.239,37,empresarial,1.6683,11552.44,15462.73,1.3385,0.3765,0.3373,0.513,11.0985
EMP_00646,empresarial,607,241,858318.61,1309933.04,1709.08,1219.54,112,20,177,108,0.882,0.116,0.352,0.194,0.714,0.093,42,empresarial,2.5187,20436.16,31188.88,1.5262,0.4695,0.2175,0.476,11.8933
EMP_00647,empresarial,299,314,428946.3,605662.85,1527.73,1257.81,96,18,78,29,0.409,0.535,0.722,0.088,0.477,0.363,100,empresarial,0.9522,4289.46,6056.63,1.412,0.3579,0.3813,0.4063,11.4498
EMP_00648,empresarial,111,238,60115.94,98872.08,569.81,451.42,73,13,28,22,0.658,0.276,0.684,0.183,0.521,0.251,74,empresarial,0.4664,812.38,1336.11,1.6447,0.4505,0.7748,0.5083,10.1818
EMP_00649,empresarial,451,196,595816.97,908052.29,1536.09,1139.55,68,21,137,91,0.378,0.586,0.629,0.152,0.324,0.067,46,empresarial,2.301,12952.54,19740.27,1.524,0.5055,0.1973,0.3863,11.3896
EMP_00650,empresarial,364,218,537933.49,863464.78,1642.47,1488.58,75,18,113,59,0.502,0.484,0.803,0.218,0.486,0.255,82,empresarial,1.6697,6560.16,10530.06,1.6052,0.4725,0.2555,0.5077,11.2817
EMP_00651,empresarial,325,256,650330.34,818442.66,2414.34,1825.76,101,23,107,62,0.44,0.511,0.544,0.249,0.526,0.331,12,empresarial,1.2695,54194.2,68203.56,1.2585,0.52,0.3815,0.411,11.329
EMP_00652,empresarial,456,224,522103.38,812006.22,1069.35,741.35,94,15,107,68,0.382,0.559,0.182,0.306,0.583,0.238,92,empresarial,2.0357,5675.04,8826.15,1.5553,0.3838,0.239,0.29,11.5341
EMP_00653,empresarial,272,272,128226.33,214745.25,549.13,381.16,101,12,61,55,0.534,0.414,0.424,0.147,0.63,0.224,90,empresarial,1.0,1424.74,2386.06,1.6747,0.4265,0.4154,0.3683,11.2116
EMP_00654,empresarial,114,274,120353.49,135745.11,926.45,674.7,108,18,35,9,0.339,0.633,0.254,0.281,0.582,0.319,115,empresarial,0.4161,1046.55,1180.39,1.1279,0.386,1.1053,0.2913,10.3494
EMP_00655,empresarial,460,294,420937.82,571371.92,888.23,628.88,79,23,127,88,0.555,0.416,0.313,0.361,0.601,0.178,82,empresarial,1.5646,5133.39,6967.95,1.3574,0.4674,0.2217,0.4097,11.8148
EMP_00656,empresarial,246,323,447565.73,711245.39,1918.73,1486.49,133,19,70,19,0.814,0.142,0.461,0.259,0.386,0.307,67,empresarial,0.7616,6680.09,10615.6,1.5891,0.3618,0.6179,0.5113,11.283
EMP_00657,empresarial,213,300,106480.05,136483.3,449.88,314.61,88,17,58,25,0.562,0.423,0.338,0.314,0.26,0.527,90,empresarial,0.71,1183.11,1516.48,1.2818,0.3897,0.493,0.4047,11.0651
EMP_00658,empresarial,117,194,143873.52,195011.05,1166.42,950.26,84,15,37,10,0.561,0.371,0.787,0.501,0.529,0.346,38,empresarial,0.6031,3786.15,5131.87,1.3554,0.4017,0.8462,0.6163,10.0301
EMP_00659,empresarial,444,195,1241501.88,1878931.23,2562.74,1993.85,108,25,88,61,0.324,0.668,0.15,0.53,0.283,0.181,44,empresarial,2.2769,28215.95,42702.98,1.5134,0.3356,0.2995,0.3347,11.3688
EMP_00660,empresarial,91,241,146006.13,228397.44,1412.38,1163.1,47,14,25,9,0.483,0.478,0.215,0.354,0.555,0.252,53,empresarial,0.3776,2754.83,4309.39,1.5643,0.3736,0.6703,0.3507,9.9957
EMP_00661,empresarial,530,220,1207876.22,1391099.11,2051.76,1882.32,74,15,102,108,0.464,0.467,0.228,0.4,0.803,0.239,92,empresarial,2.4091,13129.09,15120.64,1.1517,0.3962,0.1679,0.364,11.6665
EMP_00662,empresarial,283,182,220059.72,281265.5,706.59,648.69,121,20,68,42,0.79,0.168,0.773,0.182,0.649,0.315,32,empresarial,1.5549,6876.87,8789.55,1.2781,0.3887,0.4982,0.5817,10.8495
EMP_00663,empresarial,453,221,352411.94,451218.89,718.5,560.49,50,11,133,89,0.732,0.207,0.256,0.386,0.608,0.092,29,empresarial,2.0498,12152.14,15559.27,1.2804,0.4901,0.1347,0.458,11.5141
EMP_00664,empresarial,388,219,955072.61,1070506.51,2575.1,1977.92,124,23,100,42,0.403,0.578,0.505,0.212,0.621,0.14,61,empresarial,1.7717,15656.93,17549.29,1.1209,0.366,0.3789,0.3733,11.3501
EMP_00665,empresarial,653,208,1011861.4,1092972.3,1469.25,1239.42,134,20,154,48,0.469,0.495,0.471,0.35,0.485,0.236,74,empresarial,3.1394,13673.8,14769.9,1.0802,0.3093,0.2358,0.43,11.8191
EMP_00666,empresarial,383,228,576533.88,871429.91,1470.53,1129.72,85,22,129,68,0.464,0.479,0.225,0.78,0.787,0.579,36,empresarial,1.6798,16014.83,24206.39,1.5115,0.5144,0.2794,0.4897,11.3774
EMP_00667,empresarial,522,310,536243.5,848506.13,880.4,763.12,103,20,164,88,0.298,0.631,0.166,0.504,0.863,0.205,73,empresarial,1.6839,7345.8,11623.37,1.5823,0.4828,0.2356,0.3227,11.9942
EMP_00668,empresarial,257,256,377657.58,622480.27,1468.99,1211.03,124,17,68,38,0.496,0.453,0.152,0.649,0.453,0.581,92,empresarial,1.0039,4104.97,6766.09,1.6483,0.4125,0.5486,0.4323,11.0943
EMP_00669,empresarial,157,365,122937.96,202989.59,870.19,633.39,83,14,55,29,0.701,0.28,0.624,0.67,0.654,0.259,87,empresarial,0.4301,1413.08,2333.21,1.6512,0.535,0.6178,0.665,10.9562
EMP_00670,empresarial,481,254,1098019.22,1840819.94,2318.06,1807.07,118,17,118,90,0.545,0.443,0.803,0.362,0.519,0.085,65,empresarial,1.8937,16892.6,28320.31,1.6765,0.4324,0.2807,0.57,11.7132
EMP_00671,empresarial,154,229,660950.64,710373.54,4427.94,3928.81,78,14,49,23,0.739,0.194,0.384,0.497,0.618,0.309,53,empresarial,0.6725,12470.77,13403.27,1.0748,0.4675,0.5974,0.54,10.4707
EMP_00672,empresarial,442,245,754013.69,966559.8,1725.47,1402.47,83,20,86,91,0.572,0.384,0.384,0.175,0.35,0.354,102,empresarial,1.8041,7392.29,9476.08,1.2819,0.4005,0.233,0.377,11.5926
EMP_00673,empresarial,201,259,223102.14,239661.45,1078.5,917.14,74,21,44,34,0.538,0.447,0.054,0.412,0.182,0.324,55,empresarial,0.7761,4056.4,4357.48,1.0742,0.3881,0.4726,0.3347,10.8602
EMP_00674,empresarial,367,269,207057.22,303837.29,485.83,413.13,104,24,84,60,0.242,0.719,0.634,0.287,0.703,0.205,80,empresarial,1.3643,2588.22,3797.97,1.4674,0.3924,0.3488,0.3877,11.5001
EMP_00675,empresarial,658,359,420687.01,699088.6,694.04,552.26,125,19,119,79,0.309,0.681,0.401,0.083,0.475,0.193,108,empresarial,1.8329,3895.25,6473.04,1.6618,0.3009,0.2188,0.2643,12.3725
EMP_00676,empresarial,428,199,1353516.65,1413357.26,2705.5,2031.61,90,22,111,30,0.4,0.592,0.203,0.529,0.522,0.272,78,empresarial,2.1508,17352.78,18119.96,1.0442,0.3294,0.2617,0.3773,11.3524
EMP_00677,empresarial,300,292,301771.74,412635.92,913.92,752.27,62,17,60,31,0.402,0.524,0.74,0.673,0.292,0.046,28,empresarial,1.0274,10777.56,14737.0,1.3674,0.3033,0.2633,0.605,11.3805
EMP_00678,empresarial,391,256,417380.31,572626.5,1205.02,852.11,67,16,112,69,0.801,0.155,0.362,0.252,0.833,0.139,22,empresarial,1.5273,18971.83,26028.48,1.372,0.4629,0.2123,0.4717,11.5139
EMP_00679,empresarial,261,159,445706.44,502650.54,1854.25,1526.73,105,20,52,44,0.58,0.4,0.708,0.217,0.646,0.502,47,empresarial,1.6415,9483.12,10694.69,1.1278,0.3678,0.4789,0.5017,10.6334
EMP_00680,empresarial,762,287,2294371.53,3602368.14,2624.28,1849.22,143,16,141,89,0.386,0.543,0.497,0.45,0.806,0.253,74,empresarial,2.6551,31005.02,48680.65,1.5701,0.3018,0.2087,0.4443,12.2954
EMP_00681,empresarial,238,315,341614.04,437442.6,1294.88,1160.77,105,19,84,38,0.669,0.251,0.807,0.63,0.49,0.322,67,empresarial,0.7556,5098.72,6528.99,1.2805,0.5126,0.521,0.702,11.2249
EMP_00682,empresarial,314,198,325143.85,421876.3,1188.02,1019.95,85,14,92,31,0.677,0.252,0.27,0.088,0.462,0.226,115,empresarial,1.5859,2827.34,3668.49,1.2975,0.3917,0.3153,0.345,11.0377
EMP_00683,empresarial,413,245,617554.19,1021985.79,1451.11,1049.86,115,14,143,44,0.359,0.581,0.498,0.207,0.302,0.043,67,empresarial,1.6857,9217.23,15253.52,1.6549,0.4528,0.3123,0.3547,11.5247
EMP_00684,empresarial,380,150,378084.67,447377.47,1081.81,939.36,89,21,98,77,0.518,0.405,0.535,0.465,0.784,0.169,46,empresarial,2.5333,8219.23,9725.6,1.1833,0.4605,0.2895,0.506,10.9508
EMP_00685,empresarial,397,176,459815.97,585993.56,1106.54,945.21,85,22,66,51,0.789,0.195,0.549,0.165,0.405,0.49,24,empresarial,2.2557,19159.0,24416.4,1.2744,0.2947,0.2695,0.501,11.1544
EMP_00686,empresarial,264,303,390010.88,596053.33,1674.03,1431.01,70,14,73,28,0.298,0.632,0.35,0.279,0.519,0.064,87,empresarial,0.8713,4482.88,6851.19,1.5283,0.3826,0.3182,0.309,11.2897
EMP_00687,empresarial,295,219,425070.49,568229.33,1522.06,1157.48,132,21,80,41,0.522,0.449,0.406,0.112,0.526,0.711,55,empresarial,1.347,7728.55,10331.44,1.3368,0.4102,0.5186,0.3467,11.0761
EMP_00688,empresarial,472,184,1561716.19,2214915.22,3447.05,2776.45,30,16,77,59,0.796,0.201,0.228,0.47,0.508,0.433,14,empresarial,2.5652,111551.16,158208.23,1.4183,0.2881,0.0975,0.498,11.3719
EMP_00689,empresarial,463,258,794546.93,1061003.54,1693.1,1389.33,116,18,154,80,0.588,0.409,0.703,0.271,0.436,0.325,56,empresarial,1.7946,14188.34,18946.49,1.3354,0.5054,0.2894,0.5207,11.6907
EMP_00690,empresarial,384,216,794587.84,959063.43,2283.54,1759.41,83,24,109,79,0.452,0.533,0.111,0.335,0.563,0.374,28,empresarial,1.7778,28378.14,34252.27,1.207,0.4896,0.2786,0.2993,11.3259
EMP_00691,empresarial,548,219,532391.67,600218.33,897.9,731.34,84,21,169,84,0.425,0.513,0.354,0.244,0.741,0.245,44,empresarial,2.5023,12099.81,13641.33,1.1274,0.4617,0.1916,0.341,11.6954
