cliente_id,tipo_cliente,score_empresarial,seleccionado,cluster,arquetipo,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa,perfil_sintetico
PER_00498,personal,0.482984,False,,No seleccionado,64,90,47587.15,53613.52,632.8,579.56,18,10,2,5,0.114,0.852,0.353,0.209,0.307,0.18,10,0.7111,4758.72,5361.35,1.1266,0.1094,0.4375,0.2253,8.6589,personal_tradicional
PEL_00188,personal,0.522035,False,,No seleccionado,80,67,45531.1,60561.42,626.05,535.66,40,7,7,4,0.262,0.719,0.424,0.066,0.45,0.161,37,1.194,1230.57,1636.8,1.3301,0.1375,0.5875,0.2507,8.5869,personal_comportamiento_empresarial_latente
PER_00343,personal,0.404149,False,,No seleccionado,65,115,29907.73,39340.72,477.66,431.61,5,9,6,2,0.301,0.64,0.192,0.08,0.325,0.203,24,0.5652,1246.16,1639.2,1.3154,0.1231,0.2154,0.191,8.9195,personal_tradicional
PER_02277,personal,0.170349,False,,No seleccionado,72,66,27820.1,45433.43,432.67,380.61,35,7,6,4,0.163,0.8,0.011,0.159,0.361,0.044,3,1.0909,9273.37,15144.48,1.6331,0.1389,0.5833,0.111,8.4665,personal_tradicional
PER_02651,personal,0.10316,False,,No seleccionado,19,23,7521.01,9870.58,408.33,368.68,38,10,2,1,0.105,0.819,0.185,0.126,0.199,0.339,3,0.8261,2507.0,3290.19,1.3124,0.1579,2.5263,0.1387,6.0822,personal_tradicional
PER_00783,personal,0.156592,False,,No seleccionado,25,93,12008.7,18927.37,436.78,369.21,32,6,1,1,0.325,0.631,0.17,0.117,0.082,0.282,26,0.2688,461.87,727.98,1.5761,0.08,1.52,0.204,7.7519,personal_tradicional
PER_01324,personal,0.535065,False,,No seleccionado,86,86,101262.38,107015.18,1059.97,825.53,39,10,3,3,0.229,0.733,0.254,0.117,0.219,0.256,20,1.0,5063.12,5350.76,1.0568,0.0698,0.5698,0.2,8.9088,personal_tradicional
PER_02013,personal,0.423486,False,,No seleccionado,13,149,9620.77,11427.66,689.21,556.45,24,6,1,1,0.651,0.335,0.154,0.349,0.15,0.152,51,0.0872,188.64,224.07,1.1878,0.1538,2.3077,0.3847,7.5694,personal_tradicional
PEL_00371,personal,0.666432,True,3.0,Negocio digital,139,133,56815.17,83970.38,403.86,284.35,29,10,6,10,0.409,0.577,0.455,0.079,0.167,0.366,38,1.0451,1495.14,2209.75,1.478,0.1151,0.2806,0.3143,9.8249,personal_comportamiento_empresarial_latente
PER_00304,personal,0.312045,False,,No seleccionado,54,107,40671.78,59181.55,652.51,479.8,53,7,2,4,0.173,0.814,0.47,0.185,0.158,0.232,52,0.5047,782.15,1138.11,1.4551,0.1111,1.1111,0.276,8.662,personal_tradicional
PER_02860,personal,0.440556,False,,No seleccionado,68,89,51925.94,67366.23,678.64,578.83,34,9,6,3,0.622,0.344,0.037,0.079,0.175,0.119,66,0.764,786.76,1020.7,1.2974,0.1324,0.6324,0.246,8.7083,personal_tradicional
PER_02164,personal,0.3149,False,,No seleccionado,73,78,39224.88,56758.98,480.98,379.91,49,6,6,5,0.092,0.883,0.206,0.151,0.343,0.219,26,0.9359,1508.65,2183.04,1.447,0.1507,0.7534,0.1497,8.6473,personal_tradicional
PER_00665,personal,0.448368,False,,No seleccionado,72,43,89929.58,105758.55,1359.64,1053.11,38,5,5,2,0.173,0.764,0.37,0.079,0.315,0.064,34,1.6744,2644.99,3110.55,1.176,0.0972,0.5972,0.2073,8.0382,personal_tradicional
PER_01178,personal,0.573147,False,,No seleccionado,65,65,48366.11,60305.63,852.99,759.56,36,8,2,2,0.344,0.63,0.213,0.239,0.173,0.128,47,1.0,1029.07,1283.1,1.2469,0.0615,0.6769,0.2653,8.349,personal_tradicional
PER_01245,personal,0.538342,False,,No seleccionado,54,120,27976.55,37308.8,497.61,390.53,12,6,5,2,0.396,0.579,0.237,0.394,0.032,0.395,26,0.45,1076.02,1434.95,1.3336,0.1296,0.3333,0.3423,8.7766,personal_tradicional
PER_02979,personal,0.740035,True,2.0,Profesionista independiente,54,112,45762.34,60049.53,860.96,764.47,11,10,6,1,0.456,0.531,0.562,0.231,0.301,0.201,47,0.4821,973.67,1277.65,1.3122,0.1296,0.3889,0.4163,8.7076,personal_tradicional
PER_02005,personal,0.344354,False,,No seleccionado,32,104,15716.75,25284.21,563.09,407.14,31,9,3,1,0.478,0.503,0.283,0.248,0.079,0.037,56,0.3077,280.66,451.5,1.6087,0.125,1.25,0.3363,8.1104,personal_tradicional
PER_02437,personal,0.404983,False,,No seleccionado,62,93,31688.65,46502.53,460.11,342.12,18,10,4,2,0.2,0.748,0.64,0.161,0.152,0.021,63,0.6667,502.99,738.14,1.4675,0.0968,0.4516,0.3337,8.6599,personal_tradicional
PER_02011,personal,0.196233,False,,No seleccionado,19,17,14410.47,19939.22,891.46,691.6,39,11,2,1,0.163,0.825,0.057,0.082,0.268,0.235,55,1.1176,262.01,362.53,1.3837,0.1579,2.6316,0.1007,5.7807,personal_tradicional
PER_00085,personal,0.459321,False,,No seleccionado,74,66,59175.58,74987.91,705.39,488.94,25,9,2,4,0.273,0.672,0.284,0.253,0.107,0.071,82,1.1212,721.65,914.49,1.2672,0.0811,0.4595,0.27,8.4939,personal_tradicional
PER_02590,personal,0.467686,False,,No seleccionado,55,143,23380.82,37892.93,497.18,406.13,34,5,7,2,0.563,0.384,0.078,0.309,0.077,0.241,29,0.3846,806.24,1306.65,1.6207,0.1636,0.7091,0.3167,8.9703,personal_tradicional
PER_00942,personal,0.391989,False,,No seleccionado,69,49,26838.1,27649.57,464.17,329.7,16,7,7,3,0.232,0.76,0.314,0.168,0.389,0.121,39,1.4082,688.16,708.96,1.0302,0.1449,0.3333,0.238,8.1262,personal_tradicional
PER_00962,personal,0.573216,False,,No seleccionado,80,87,51365.9,57226.57,604.68,549.03,42,4,5,2,0.511,0.465,0.195,0.568,0.058,0.494,30,0.9195,1712.2,1907.55,1.1141,0.0875,0.575,0.4247,8.8481,personal_tradicional
PER_00842,personal,0.404011,False,,No seleccionado,109,120,76515.49,85614.26,653.73,501.38,5,8,13,3,0.304,0.684,0.319,0.167,0.163,0.091,3,0.9083,25505.16,28538.09,1.1189,0.1468,0.1193,0.2633,9.4789,personal_tradicional
PER_01845,personal,0.233333,False,,No seleccionado,23,78,31008.58,50925.72,1254.78,979.71,19,12,2,0,0.206,0.723,0.241,0.147,0.182,0.02,80,0.2949,387.61,636.57,1.6423,0.087,1.3478,0.198,7.4928,personal_tradicional
PER_02772,personal,0.428107,False,,No seleccionado,127,106,70216.68,78590.42,519.85,418.16,36,9,13,3,0.329,0.62,0.222,0.108,0.084,0.028,38,1.1981,1847.81,2068.17,1.1193,0.126,0.3543,0.2197,9.5077,personal_tradicional
PER_02213,personal,0.314107,False,,No seleccionado,105,66,19736.49,27452.75,210.9,181.3,42,4,11,4,0.158,0.836,0.092,0.137,0.299,0.139,38,1.5909,519.38,722.44,1.391,0.1429,0.4381,0.129,8.8438,personal_tradicional
PER_02429,personal,0.389286,False,,No seleccionado,76,99,80945.58,130503.1,1059.49,910.0,24,10,8,4,0.32,0.627,0.026,0.075,0.114,0.512,43,0.7677,1882.46,3034.96,1.6122,0.1579,0.4474,0.1403,8.926,personal_tradicional
PER_02564,personal,0.448424,False,,No seleccionado,28,115,36286.72,45211.45,1184.65,870.62,45,8,2,2,0.704,0.228,0.281,0.035,0.31,0.097,21,0.2435,1727.94,2152.93,1.246,0.1429,1.8929,0.34,8.0774,personal_tradicional
PER_00291,personal,0.256537,False,,No seleccionado,36,62,25315.6,37123.28,674.81,611.7,36,4,2,2,0.182,0.811,0.29,0.1,0.26,0.338,40,0.5806,632.89,928.08,1.4664,0.1111,1.1111,0.1907,7.7111,personal_tradicional
PER_02419,personal,0.302023,False,,No seleccionado,62,72,50307.71,74897.83,819.23,738.74,16,8,5,1,0.234,0.726,0.016,0.158,0.268,0.02,47,0.8611,1070.38,1593.57,1.4888,0.0968,0.3871,0.136,8.404,personal_tradicional
PER_01539,personal,0.625808,False,,No seleccionado,49,81,41336.29,49416.7,931.98,678.09,14,9,4,4,0.714,0.265,0.456,0.244,0.23,0.117,73,0.6049,566.25,676.94,1.1955,0.1633,0.4694,0.4713,8.2865,personal_tradicional
PER_00605,personal,0.693085,True,1.0,Comerciante intensivo,106,80,100275.86,131370.24,920.51,779.16,40,6,11,8,0.463,0.462,0.099,0.199,0.37,0.153,39,1.325,2571.18,3368.47,1.3101,0.1792,0.434,0.2537,9.0456,personal_tradicional
PEL_00133,personal,0.591633,False,,No seleccionado,68,93,107352.06,175245.4,1843.26,1337.75,29,8,5,4,0.401,0.598,0.604,0.346,0.065,0.031,36,0.7312,2982.0,4867.93,1.6324,0.1324,0.5441,0.4503,8.7523,personal_comportamiento_empresarial_latente
PER_00917,personal,0.554963,False,,No seleccionado,59,89,86933.83,93626.37,1299.38,939.35,31,8,7,1,0.399,0.526,0.128,0.54,0.148,0.383,50,0.6629,1738.68,1872.53,1.077,0.1356,0.661,0.3557,8.5664,personal_tradicional
PER_01714,personal,0.283207,False,,No seleccionado,59,33,73150.31,78150.4,1082.49,804.49,19,6,4,1,0.062,0.873,0.037,0.364,0.221,0.381,50,1.7879,1463.01,1563.01,1.0684,0.0847,0.4237,0.1543,7.5746,personal_tradicional
PER_02148,personal,0.396472,False,,No seleccionado,60,115,29410.46,47990.52,581.5,527.46,29,13,2,1,0.289,0.661,0.115,0.239,0.155,0.301,36,0.5217,816.96,1333.07,1.6318,0.05,0.7,0.2143,8.8394,personal_tradicional
PER_01100,personal,0.533282,False,,No seleccionado,50,94,19275.92,30369.9,402.11,301.23,19,10,5,2,0.689,0.234,0.376,0.346,0.218,0.05,19,0.5319,1014.52,1598.42,1.5755,0.14,0.58,0.4703,8.4555,personal_tradicional
PER_01089,personal,0.336503,False,,No seleccionado,48,102,21594.87,22337.91,391.53,301.59,25,9,5,3,0.148,0.818,0.392,0.234,0.45,0.058,8,0.4706,2699.36,2792.24,1.0344,0.1667,0.7083,0.258,8.4964,personal_tradicional
PER_02461,personal,0.571163,False,,No seleccionado,94,54,108868.03,180481.88,1107.18,850.01,38,6,7,7,0.28,0.698,0.375,0.166,0.033,0.257,32,1.7407,3402.13,5640.06,1.6578,0.1489,0.4681,0.2737,8.5325,personal_tradicional
PER_02950,personal,0.317381,False,,No seleccionado,73,71,77586.93,91901.61,1133.1,961.12,20,7,4,4,0.072,0.853,0.16,0.115,0.191,0.349,44,1.0282,1763.34,2088.67,1.1845,0.1096,0.3699,0.1157,8.5533,personal_tradicional
PER_00822,personal,0.592658,False,,No seleccionado,219,58,166085.34,198689.34,674.92,610.93,41,8,14,3,0.472,0.453,0.178,0.049,0.351,0.235,35,3.7759,4745.3,5676.84,1.1963,0.0776,0.2237,0.233,9.4496,personal_tradicional
PER_01770,personal,0.238844,False,,No seleccionado,31,75,21675.13,31168.84,608.84,434.05,47,5,3,2,0.269,0.69,0.671,0.062,0.346,0.159,42,0.4133,516.07,742.12,1.438,0.1613,1.6774,0.334,7.7519,personal_tradicional
PEL_00223,personal,0.466421,False,,No seleccionado,72,122,21420.11,33991.41,269.07,243.74,7,8,7,2,0.472,0.509,0.244,0.045,0.12,0.416,45,0.5902,476.0,755.36,1.5869,0.125,0.2083,0.2537,9.0808,personal_comportamiento_empresarial_latente
PER_02837,personal,0.264437,False,,No seleccionado,92,77,34201.31,54328.4,421.19,368.46,14,4,8,2,0.141,0.839,0.398,0.132,0.068,0.087,16,1.1948,2137.58,3395.52,1.5885,0.1087,0.1957,0.2237,8.8657,personal_tradicional
PER_02874,personal,0.297267,False,,No seleccionado,72,114,57887.89,59769.67,745.91,614.82,22,7,3,2,0.258,0.71,0.018,0.134,0.209,0.108,60,0.6316,964.8,996.16,1.0325,0.0694,0.4028,0.1367,9.013,personal_tradicional
PER_01303,personal,0.452152,False,,No seleccionado,39,73,19119.64,30985.43,422.61,375.76,28,8,3,2,0.487,0.459,0.305,0.166,0.284,0.411,80,0.5342,239.0,387.32,1.6206,0.1282,0.9231,0.3193,7.9544,personal_tradicional
PER_01001,personal,0.499511,False,,No seleccionado,89,144,52424.18,74435.96,689.24,595.81,23,8,9,6,0.211,0.774,0.51,0.125,0.304,0.115,22,0.6181,2382.92,3383.45,1.4199,0.1685,0.3483,0.282,9.4585,personal_tradicional
PER_02836,personal,0.210139,False,,No seleccionado,51,116,33723.45,51588.62,622.14,440.23,56,7,3,2,0.221,0.777,0.439,0.053,0.1,0.02,50,0.4397,674.47,1031.77,1.5298,0.098,1.2353,0.2377,8.6856,personal_tradicional
PER_00019,personal,0.437616,False,,No seleccionado,80,76,60710.86,64825.14,696.61,582.74,40,8,6,4,0.268,0.69,0.151,0.426,0.079,0.193,58,1.0526,1046.74,1117.67,1.0678,0.125,0.6,0.2817,8.7129,personal_tradicional
PER_00494,personal,0.496501,False,,No seleccionado,50,90,32626.51,49240.85,613.41,479.14,21,6,2,2,0.383,0.611,0.264,0.43,0.154,0.024,47,0.5556,694.18,1047.68,1.5092,0.08,0.54,0.359,8.4121,personal_tradicional
PER_01126,personal,0.371374,False,,No seleccionado,72,136,51103.93,53557.8,801.79,709.17,28,4,6,1,0.475,0.503,0.056,0.034,0.13,0.125,5,0.5294,10220.79,10711.56,1.048,0.0972,0.4444,0.1883,9.1894,personal_tradicional
PER_01405,personal,0.462157,False,,No seleccionado,121,28,142221.85,227510.06,1204.49,903.67,46,9,5,4,0.203,0.74,0.41,0.241,0.078,0.662,59,4.3214,2410.54,3856.1,1.5997,0.0744,0.4545,0.2847,8.1283,personal_tradicional
PER_01899,personal,0.484555,False,,No seleccionado,84,89,99008.27,123758.61,1433.66,985.04,18,7,5,5,0.32,0.652,0.232,0.035,0.153,0.133,18,0.9438,5500.46,6875.48,1.25,0.119,0.2976,0.1957,8.9196,personal_tradicional
PER_01675,personal,0.388517,False,,No seleccionado,49,147,16350.56,18109.28,310.84,230.86,44,10,2,2,0.379,0.57,0.142,0.322,0.212,0.113,30,0.3333,545.02,603.64,1.1076,0.0816,1.102,0.281,8.8824,personal_tradicional
PER_02725,personal,0.430698,False,,No seleccionado,59,102,49010.67,67829.29,754.35,516.43,13,8,5,1,0.132,0.831,0.361,0.271,0.103,0.09,56,0.5784,875.19,1211.24,1.384,0.1017,0.3559,0.2547,8.7027,personal_tradicional
PER_02130,personal,0.299322,False,,No seleccionado,84,74,67948.37,103293.74,842.4,725.41,32,7,7,2,0.131,0.801,0.036,0.171,0.135,0.238,66,1.1351,1029.52,1565.06,1.5202,0.1071,0.4643,0.1127,8.735,personal_tradicional
PEL_00031,personal,0.478358,False,,No seleccionado,63,114,31085.34,42843.62,583.9,529.96,29,5,6,4,0.342,0.647,0.26,0.233,0.119,0.03,59,0.5526,526.87,726.16,1.3783,0.1587,0.5397,0.2783,8.8795,personal_comportamiento_empresarial_latente
PER_00585,personal,0.36202,False,,No seleccionado,24,70,5371.6,7843.47,198.02,167.77,23,11,1,1,0.354,0.604,0.45,0.358,0.225,0.081,50,0.3429,107.43,156.87,1.4602,0.0833,1.4167,0.3873,7.4271,personal_tradicional
PER_02624,personal,0.355343,False,,No seleccionado,130,83,57968.44,81273.51,422.02,334.16,39,8,15,2,0.174,0.8,0.224,0.144,0.137,0.22,53,1.5663,1093.74,1533.46,1.402,0.1308,0.3615,0.1807,9.2865,personal_tradicional
PER_00688,personal,0.552104,False,,No seleccionado,53,40,20697.44,33062.05,410.37,337.05,37,10,4,2,0.529,0.442,0.415,0.525,0.131,0.265,4,1.325,5174.36,8265.51,1.5974,0.1132,0.8868,0.4897,7.6596,personal_tradicional
PER_02319,personal,0.725763,True,2.0,Profesionista independiente,52,131,55522.97,80505.47,944.52,837.14,34,10,4,3,0.456,0.541,0.435,0.233,0.053,0.267,42,0.3969,1321.98,1916.8,1.4499,0.1346,0.8462,0.3747,8.8266,personal_tradicional
PER_01518,personal,0.269465,False,,No seleccionado,59,78,31423.55,42271.79,589.64,442.91,27,12,4,2,0.143,0.782,0.028,0.286,0.17,0.223,23,0.7564,1366.24,1837.9,1.3452,0.1017,0.661,0.1523,8.4345,personal_tradicional
PER_02553,personal,0.501418,False,,No seleccionado,162,134,111520.16,132844.93,596.22,492.96,57,9,4,9,0.23,0.708,0.107,0.224,0.179,0.117,25,1.209,4460.81,5313.8,1.1912,0.0802,0.4074,0.187,9.9855,personal_tradicional
PER_01884,personal,0.498635,False,,No seleccionado,102,122,126607.87,149600.04,1140.06,842.64,42,9,3,5,0.104,0.864,0.29,0.185,0.035,0.252,40,0.8361,3165.2,3740.0,1.1816,0.0784,0.5,0.193,9.4291,personal_tradicional
PER_01010,personal,0.325895,False,,No seleccionado,74,100,33769.58,55492.17,415.29,357.4,32,11,3,2,0.143,0.785,0.273,0.176,0.411,0.02,30,0.74,1125.65,1849.74,1.6433,0.0676,0.5811,0.1973,8.9094,personal_tradicional
PER_02816,personal,0.669406,True,4.0,Operador estacional,163,104,173322.55,221163.82,1216.41,1065.3,31,10,16,12,0.311,0.639,0.134,0.199,0.166,0.385,38,1.5673,4561.12,5820.1,1.276,0.1718,0.2515,0.2147,9.7382,personal_tradicional
PER_00361,personal,0.764213,True,4.0,Operador estacional,138,103,141135.23,231580.34,1043.98,876.9,32,9,13,9,0.286,0.677,0.317,0.349,0.449,0.106,37,1.3398,3814.47,6258.93,1.6408,0.1594,0.2971,0.3173,9.5621,personal_tradicional
PER_02981,personal,0.39382,False,,No seleccionado,75,100,40407.81,57618.92,508.33,351.92,48,6,10,2,0.554,0.389,0.151,0.086,0.226,0.495,3,0.75,13469.27,19206.31,1.4259,0.16,0.72,0.2637,8.9228,personal_tradicional
PEL_00115,personal,0.551187,False,,No seleccionado,197,132,103494.06,163178.85,495.44,344.57,34,8,15,15,0.182,0.802,0.28,0.195,0.45,0.078,46,1.4924,2249.87,3547.37,1.5767,0.1523,0.2132,0.219,10.166,personal_comportamiento_empresarial_latente
PER_02252,personal,0.753793,True,2.0,Profesionista independiente,127,115,129855.8,141956.49,1089.55,969.97,15,13,14,4,0.746,0.236,0.698,0.357,0.233,0.084,78,1.1043,1664.82,1819.96,1.0932,0.1417,0.2205,0.6003,9.5892,personal_tradicional
PER_01311,personal,0.668463,True,1.0,Comerciante intensivo,191,62,157556.94,161338.16,730.21,572.48,37,8,24,5,0.416,0.537,0.34,0.106,0.319,0.093,63,3.0806,2500.9,2560.92,1.024,0.1518,0.2356,0.2873,9.3795,personal_tradicional
PEL_00135,personal,0.574065,False,,No seleccionado,75,23,24958.86,34487.29,355.37,241.81,25,10,8,3,0.541,0.449,0.28,0.38,0.099,0.379,57,3.2609,437.87,605.04,1.3818,0.1467,0.4667,0.4003,7.4536,personal_comportamiento_empresarial_latente
PER_02185,personal,0.158284,False,,No seleccionado,38,88,19666.04,25470.74,491.83,373.73,49,6,2,3,0.28,0.7,0.211,0.138,0.256,0.504,84,0.4318,234.12,303.22,1.2952,0.1316,1.4474,0.2097,8.1152,personal_tradicional
PER_01726,personal,0.406916,False,,No seleccionado,35,135,28852.22,44890.4,820.58,658.75,36,11,3,1,0.33,0.666,0.247,0.461,0.045,0.18,3,0.2593,9617.41,14963.47,1.5559,0.1143,1.3429,0.346,8.4608,personal_tradicional
PER_02108,personal,0.441853,False,,No seleccionado,73,84,95993.64,119055.18,1232.13,995.6,45,9,7,3,0.174,0.792,0.205,0.147,0.063,0.169,41,0.869,2341.31,2903.78,1.2402,0.137,0.7397,0.1753,8.7214,personal_tradicional
PER_00345,personal,0.353391,False,,No seleccionado,54,126,32199.36,39340.35,539.88,375.08,25,6,3,3,0.321,0.602,0.171,0.069,0.139,0.255,51,0.4286,631.36,771.38,1.2218,0.1111,0.5741,0.187,8.8254,personal_tradicional
PER_00987,personal,0.685219,True,3.0,Negocio digital,91,113,50725.81,79085.24,578.1,431.69,37,10,5,1,0.409,0.539,0.405,0.266,0.12,0.264,45,0.8053,1127.24,1757.45,1.5591,0.0659,0.5165,0.36,9.2383,personal_tradicional
PER_02409,personal,0.345799,False,,No seleccionado,34,104,37228.45,46388.49,1235.57,901.93,16,8,4,2,0.224,0.762,0.125,0.275,0.135,0.118,16,0.3269,2326.78,2899.28,1.246,0.1765,0.7059,0.208,8.171,personal_tradicional
PER_00744,personal,0.322659,False,,No seleccionado,90,110,69410.97,116593.95,830.72,588.0,25,5,3,4,0.27,0.721,0.047,0.263,0.105,0.173,55,0.8182,1262.02,2119.89,1.6798,0.0778,0.3333,0.1933,9.2004,personal_tradicional
PER_01832,personal,0.656652,True,2.0,Profesionista independiente,50,47,55791.27,63008.89,1131.6,892.06,14,4,6,3,0.382,0.59,0.256,0.319,0.45,0.037,36,1.0638,1549.76,1750.25,1.1294,0.18,0.36,0.319,7.7626,personal_tradicional
PER_02481,personal,0.3302,False,,No seleccionado,102,77,99321.9,164899.85,835.87,679.68,50,2,11,3,0.178,0.822,0.25,0.566,0.259,0.073,3,1.3247,33107.3,54966.62,1.6603,0.1373,0.5098,0.3313,8.9689,personal_tradicional
PER_00114,personal,0.286266,False,,No seleccionado,51,64,36192.61,57941.42,819.81,594.17,37,10,3,2,0.191,0.803,0.083,0.027,0.259,0.208,45,0.7969,804.28,1287.59,1.6009,0.098,0.9216,0.1003,8.091,personal_tradicional
PER_01438,personal,0.021684,False,,No seleccionado,24,84,9191.69,10299.89,442.24,326.75,27,8,2,1,0.05,0.905,0.127,0.314,0.099,0.101,39,0.2857,235.68,264.1,1.1206,0.125,1.4583,0.1637,7.6094,personal_tradicional
PER_01499,personal,0.275414,False,,No seleccionado,122,33,69255.31,115102.23,589.83,532.82,28,5,13,8,0.178,0.787,0.416,0.118,0.171,0.5,37,3.697,1871.77,3110.87,1.662,0.1721,0.2705,0.2373,8.3008,personal_tradicional
PER_01242,personal,0.435136,False,,No seleccionado,75,95,79447.4,94512.56,1207.76,1053.11,30,8,6,5,0.176,0.786,0.388,0.085,0.086,0.22,41,0.7895,1937.74,2305.18,1.1896,0.1467,0.5067,0.2163,8.8715,personal_tradicional
PER_01143,personal,0.431217,False,,No seleccionado,71,141,43348.48,72054.66,699.17,520.6,26,5,2,3,0.451,0.469,0.069,0.071,0.286,0.045,58,0.5035,747.39,1242.32,1.6622,0.0704,0.4366,0.197,9.2115,personal_tradicional
PEL_00066,personal,0.481418,False,,No seleccionado,96,57,109815.98,170143.13,1083.08,964.36,56,8,8,2,0.588,0.395,0.112,0.062,0.24,0.414,10,1.6842,10981.6,17014.31,1.5493,0.1042,0.6667,0.254,8.6076,personal_comportamiento_empresarial_latente
PER_01217,personal,0.611017,False,,No seleccionado,90,82,52356.88,64006.32,708.96,510.7,18,12,5,2,0.612,0.351,0.162,0.231,0.195,0.073,18,1.0976,2908.72,3555.91,1.2225,0.0778,0.3333,0.335,8.9067,personal_tradicional
PER_01199,personal,0.548862,False,,No seleccionado,78,116,48342.1,54319.6,610.46,446.44,33,6,5,2,0.469,0.519,0.256,0.168,0.244,0.089,75,0.6724,644.56,724.26,1.1236,0.0897,0.5,0.2977,9.1104,personal_tradicional
PER_00086,personal,0.450338,False,,No seleccionado,36,159,52079.04,57754.71,1334.56,937.36,24,6,1,2,0.459,0.486,0.184,0.05,0.189,0.408,3,0.2264,17359.68,19251.57,1.109,0.0833,0.8333,0.231,8.6526,personal_tradicional
PER_02417,personal,0.485356,False,,No seleccionado,49,53,53752.05,89113.11,987.98,822.94,54,9,2,2,0.407,0.524,0.409,0.065,0.363,0.145,44,0.9245,1221.64,2025.3,1.6579,0.0816,1.2857,0.2937,7.8625,personal_tradicional
PER_01382,personal,0.535194,False,,No seleccionado,112,102,96992.81,160783.89,884.79,651.83,10,7,14,3,0.281,0.718,0.288,0.398,0.251,0.21,33,1.098,2939.18,4872.24,1.6577,0.1518,0.1518,0.3223,9.3436,personal_tradicional
PER_03027,personal,0.399693,False,,No seleccionado,42,109,50401.1,84342.94,1260.34,1029.77,8,13,5,2,0.147,0.85,0.413,0.009,0.273,0.079,51,0.3853,988.26,1653.78,1.6734,0.1667,0.5,0.1897,8.4292,personal_tradicional
PER_00669,personal,0.218149,False,,No seleccionado,38,95,15318.33,24401.7,422.7,291.16,22,8,1,2,0.33,0.639,0.184,0.014,0.084,0.252,80,0.4,191.48,305.02,1.593,0.0789,0.7895,0.176,8.1917,personal_tradicional
PER_01015,personal,0.286399,False,,No seleccionado,95,128,62770.2,73187.25,766.36,638.37,8,7,11,7,0.136,0.81,0.086,0.022,0.226,0.22,15,0.7422,4184.68,4879.15,1.166,0.1895,0.1579,0.0813,9.406,personal_tradicional
PER_00129,personal,0.404098,False,,No seleccionado,63,127,58102.64,73107.64,805.61,676.93,26,9,6,3,0.265,0.683,0.133,0.197,0.245,0.169,12,0.4961,4841.89,6092.3,1.2582,0.1429,0.5556,0.1983,8.9874,personal_tradicional
PER_01365,personal,0.492919,False,,No seleccionado,67,153,34794.11,48268.52,506.45,367.07,33,10,3,2,0.39,0.558,0.135,0.329,0.213,0.02,43,0.4379,809.17,1122.52,1.3873,0.0746,0.6418,0.2847,9.2352,personal_tradicional
PEL_00322,personal,0.366568,False,,No seleccionado,108,139,56012.23,69440.87,557.41,406.79,33,9,12,1,0.054,0.94,0.315,0.165,0.213,0.513,30,0.777,1867.07,2314.7,1.2397,0.1204,0.3889,0.178,9.6167,personal_comportamiento_empresarial_latente
PER_01589,personal,0.615191,False,,No seleccionado,148,126,69617.88,114912.95,532.99,375.31,38,6,7,6,0.514,0.42,0.179,0.059,0.341,0.181,35,1.1746,1989.08,3283.23,1.6506,0.0878,0.2973,0.2507,9.8335,personal_tradicional
PER_00892,personal,0.728847,True,3.0,Negocio digital,74,87,72660.71,82188.05,885.84,630.52,40,14,5,4,0.59,0.381,0.368,0.025,0.45,0.05,23,0.8506,3159.16,3573.39,1.1311,0.1216,0.7297,0.3277,8.7701,personal_tradicional
PER_02322,personal,0.563111,False,,No seleccionado,105,113,23138.03,23856.94,214.83,178.6,20,6,5,4,0.611,0.327,0.297,0.16,0.175,0.172,45,0.9292,514.18,530.15,1.0311,0.0857,0.2476,0.356,9.3814,personal_tradicional
PER_01360,personal,0.321725,False,,No seleccionado,71,91,32825.27,52403.21,521.88,455.02,47,10,5,3,0.148,0.846,0.482,0.07,0.316,0.023,22,0.7802,1492.06,2381.96,1.5964,0.1127,0.8028,0.2333,8.7737,personal_tradicional
PER_00308,personal,0.209652,False,,No seleccionado,40,56,24299.72,36874.34,661.77,592.32,41,14,3,3,0.057,0.871,0.197,0.251,0.212,0.344,3,0.7143,8099.91,12291.45,1.5175,0.15,1.375,0.1683,7.7147,personal_tradicional
PER_00384,personal,0.285321,False,,No seleccionado,42,100,21388.61,29466.03,447.86,336.42,38,9,2,3,0.155,0.804,0.351,0.254,0.354,0.348,63,0.42,339.5,467.71,1.3777,0.119,1.119,0.2533,8.3431,personal_tradicional
PER_00151,personal,0.165688,False,,No seleccionado,103,23,54251.07,62221.98,462.54,322.51,27,8,5,3,0.277,0.671,0.199,0.101,0.289,0.036,17,4.4783,3191.24,3660.12,1.1469,0.0777,0.3398,0.1923,7.7706,personal_tradicional
PER_01318,personal,0.304429,False,,No seleccionado,45,87,44937.04,52971.89,984.92,823.1,27,7,5,1,0.137,0.817,0.081,0.392,0.137,0.226,38,0.5172,1182.55,1394.0,1.1788,0.1333,0.7556,0.2033,8.2728,personal_tradicional
